time/s	I/mA	Ewe/V
2.500261964340584E+004	-1.5307590E-003	2.6008136E+000
2.501761964322423E+004	-1.5380158E-003	2.6007373E+000
2.503261964304262E+004	-1.5483281E-003	2.6006992E+000
2.504761964286101E+004	-1.5278946E-003	2.6006992E+000
2.506261964267940E+004	-1.5294859E-003	2.6007183E+000
2.507761964249780E+004	-1.5045328E-003	2.6007183E+000
2.509261964231619E+004	-1.5407529E-003	2.6007564E+000
2.510761964213458E+004	-1.5416442E-003	2.6006420E+000
2.512261964195297E+004	-1.5305681E-003	2.6008136E+000
2.513761964177137E+004	-1.5272580E-003	2.6006610E+000
2.515261964158976E+004	-1.5458455E-003	2.6006992E+000
2.516761964140815E+004	-1.5191101E-003	2.6005464E+000
2.518261964122654E+004	-1.5369336E-003	2.6006992E+000
2.519761964104493E+004	-1.5384613E-003	2.6005273E+000
2.521261964086333E+004	-1.5443813E-003	2.6006420E+000
2.522761964068172E+004	-1.5411986E-003	2.6004510E+000
2.524261964050011E+004	-1.5351513E-003	2.6006610E+000
2.525761964031850E+004	-1.5142085E-003	2.6007373E+000
2.527261964013689E+004	-1.5215926E-003	2.6006038E+000
2.528761963995529E+004	-1.5256666E-003	2.6006801E+000
2.530261963977368E+004	-1.5274490E-003	2.6005845E+000
2.531761963959207E+004	-1.5221655E-003	2.6006610E+000
2.533261963941046E+004	-1.5095618E-003	2.6006801E+000
2.534761963922885E+004	-1.4918018E-003	2.6007183E+000
2.536261963904725E+004	-1.5246480E-003	2.6007373E+000
2.537761963886564E+004	-1.5385887E-003	2.6006420E+000
2.539261963868403E+004	-1.5373792E-003	2.6007564E+000
2.540761963850242E+004	-1.5376338E-003	2.6007183E+000
2.542261963832082E+004	-1.4980400E-003	2.6006420E+000
2.543761963813921E+004	-1.5152270E-003	2.6008136E+000
2.545261963795760E+004	-1.5249664E-003	2.6005654E+000
2.546761963777599E+004	-1.5197466E-003	2.6008327E+000
2.548261963759438E+004	-1.5087978E-003	2.6007373E+000
2.549761963741278E+004	-1.5189827E-003	2.6006420E+000
2.551261963723117E+004	-1.4988675E-003	2.6006992E+000
2.552761963704956E+004	-1.5347694E-003	2.6005464E+000
2.554261963686795E+004	-1.5180279E-003	2.6005654E+000
2.555761963668634E+004	-1.5158636E-003	2.6007564E+000
2.557261963650474E+004	-1.5159909E-003	2.6006992E+000
2.558761963632313E+004	-1.5240752E-003	2.6006801E+000
2.560261963614152E+004	-1.5233114E-003	2.6005082E+000
2.561761963595991E+004	-1.5008408E-003	2.6006610E+000
2.563261963577830E+004	-1.5005226E-003	2.6006610E+000
2.564761963559670E+004	-1.4978489E-003	2.6006038E+000
2.566261963541509E+004	-1.5204467E-003	2.6006992E+000
2.567761963523348E+004	-1.5226748E-003	2.6006801E+000
2.569261963505187E+004	-1.5156727E-003	2.6007183E+000
2.570761963487027E+004	-1.5010317E-003	2.6007183E+000
2.572261963468866E+004	-1.5189827E-003	2.6006229E+000
2.573761963450705E+004	-1.5183461E-003	2.6005845E+000
2.575261963432544E+004	-1.5135719E-003	2.6007373E+000
2.576761963414383E+004	-1.5168185E-003	2.6006420E+000
2.578261963396223E+004	-1.5361061E-003	2.6006229E+000
2.579761963378062E+004	-1.5018593E-003	2.6007183E+000
2.581261963359901E+004	-1.4886189E-003	2.6007946E+000
2.582761963341740E+004	-1.4851179E-003	2.6007183E+000
2.584261963323579E+004	-1.5161819E-003	2.6006610E+000
2.585761963305419E+004	-1.5268123E-003	2.6007183E+000
2.587261963287258E+004	-1.5014136E-003	2.6005845E+000
2.588761963269097E+004	-1.4862637E-003	2.6006038E+000
2.590261963250936E+004	-1.5160545E-003	2.6007183E+000
2.591761963232775E+004	-1.5029415E-003	2.6007183E+000
2.593261963214615E+004	-1.5094980E-003	2.6006801E+000
2.594761963196454E+004	-1.5052968E-003	2.6007183E+000
2.596261963178293E+004	-1.5000133E-003	2.6006229E+000
2.597761963160132E+004	-1.5228657E-003	2.6006610E+000
2.599261963141972E+004	-1.5158000E-003	2.6007755E+000
2.600761963123811E+004	-1.4790706E-003	2.6005654E+000
2.602261963105650E+004	-1.5098799E-003	2.6007564E+000
2.603761963087489E+004	-1.5185371E-003	2.6006992E+000
2.605261963069328E+004	-1.5065698E-003	2.6006420E+000
2.606761963051168E+004	-1.4749329E-003	2.6006801E+000
2.608261963033007E+004	-1.4992495E-003	2.6006038E+000
2.609761963014846E+004	-1.5138265E-003	2.6006038E+000
2.611261962996685E+004	-1.4986129E-003	2.6007373E+000
2.612761962978524E+004	-1.4964485E-003	2.6005654E+000
2.614261962960364E+004	-1.4774156E-003	2.6007183E+000
2.615761962942203E+004	-1.4965122E-003	2.6005273E+000
2.617261962924042E+004	-1.4926293E-003	2.6006229E+000
2.618761962905881E+004	-1.4995676E-003	2.6007183E+000
2.620261962887723E+004	-1.5154816E-003	2.6006420E+000
2.621761962869563E+004	-1.5212108E-003	2.6005464E+000
2.623261962851402E+004	-1.5091797E-003	2.6006420E+000
2.624761962833241E+004	-1.5091161E-003	2.6006038E+000
2.626261962815080E+004	-1.4935206E-003	2.6007183E+000
2.627761962796919E+004	-1.5046601E-003	2.6006610E+000
2.629261962778759E+004	-1.5070791E-003	2.6006992E+000
2.630761962760598E+004	-1.4875368E-003	2.6007373E+000
2.632261962742437E+004	-1.5061880E-003	2.6006801E+000
2.633761962724276E+004	-1.5200649E-003	2.6005845E+000
2.635261962706115E+004	-1.4898283E-003	2.6005654E+000
2.636761962687955E+004	-1.4774156E-003	2.6007946E+000
2.638261962669794E+004	-1.4760788E-003	2.6006992E+000
2.639761962651633E+004	-1.5040872E-003	2.6007183E+000
2.641261962633472E+004	-1.5156089E-003	2.6007373E+000
2.642761962615312E+004	-1.4982310E-003	2.6005464E+000
2.644261962597151E+004	-1.4770973E-003	2.6006038E+000
2.645761962578990E+004	-1.5020502E-003	2.6005845E+000
2.647261962560829E+004	-1.4904012E-003	2.6006992E+000
2.648761962542668E+004	-1.4847995E-003	2.6007755E+000
2.650261962524508E+004	-1.4918018E-003	2.6006610E+000
2.651761962506347E+004	-1.5042146E-003	2.6006801E+000
2.653261962488186E+004	-1.4818715E-003	2.6006801E+000
2.654761962470025E+004	-1.4912925E-003	2.6007755E+000
2.656261962451864E+004	-1.4972124E-003	2.6006610E+000
2.657761962433704E+004	-1.4749329E-003	2.6006610E+000
2.659261962415543E+004	-1.4888099E-003	2.6007183E+000
2.660761962397382E+004	-1.4730869E-003	2.6005654E+000
2.662261962379221E+004	-1.5098799E-003	2.6005464E+000
2.663761962361060E+004	-1.4845449E-003	2.6006038E+000
2.665261962342900E+004	-1.4918654E-003	2.6006610E+000
2.666761962324739E+004	-1.4672305E-003	2.6007755E+000
2.668261962306578E+004	-1.4720047E-003	2.6006420E+000
2.669761962288417E+004	-1.4986766E-003	2.6007183E+000
2.671261962270256E+004	-1.4916109E-003	2.6007755E+000
2.672761962252096E+004	-1.4903377E-003	2.6004891E+000
2.674261962233935E+004	-1.4855633E-003	2.6006801E+000
2.675761962215774E+004	-1.4668487E-003	2.6007946E+000
2.677261962197613E+004	-1.4865820E-003	2.6006610E+000
2.678761962179453E+004	-1.4863274E-003	2.6006801E+000
2.680261962161292E+004	-1.4938387E-003	2.6006992E+000
2.681761962143131E+004	-1.5057424E-003	2.6006038E+000
2.683261962124970E+004	-1.5000770E-003	2.6005845E+000
2.684761962106809E+004	-1.4912925E-003	2.6006610E+000
2.686261962088649E+004	-1.4862637E-003	2.6007183E+000
2.687761962070488E+004	-1.4977216E-003	2.6006229E+000
2.689261962052327E+004	-1.4788795E-003	2.6005654E+000
2.690761962034166E+004	-1.4850543E-003	2.6005464E+000
2.692261962016005E+004	-1.4809802E-003	2.6006801E+000
2.693761961997845E+004	-1.4779884E-003	2.6007183E+000
2.695261961979684E+004	-1.4826354E-003	2.6007373E+000
2.696761961961523E+004	-1.4739144E-003	2.6006420E+000
2.698261961943362E+004	-1.4626473E-003	2.6005654E+000
2.699761961925201E+004	-1.4746147E-003	2.6006420E+000
2.701261961907041E+004	-1.4878550E-003	2.6006801E+000
2.702761961888880E+004	-1.4934568E-003	2.6006038E+000
2.704261961870719E+004	-1.4562182E-003	2.6005654E+000
2.705761961852558E+004	-1.4842267E-003	2.6007564E+000
2.707261961834398E+004	-1.4720047E-003	2.6006801E+000
2.708761961816237E+004	-1.4789433E-003	2.6006801E+000
2.710261961798076E+004	-1.4713046E-003	2.6007755E+000
2.711761961779915E+004	-1.4655120E-003	2.6007373E+000
2.713261961761754E+004	-1.4920563E-003	2.6007755E+000
2.714761961743594E+004	-1.4839721E-003	2.6006992E+000
2.716261961725433E+004	-1.4605469E-003	2.6006610E+000
2.717761961707272E+004	-1.4993767E-003	2.6005845E+000
2.719261961689111E+004	-1.4755694E-003	2.6006610E+000
2.720761961670950E+004	-1.4668487E-003	2.6006801E+000
2.722261961652790E+004	-1.4678035E-003	2.6006610E+000
2.723761961634629E+004	-1.4626473E-003	2.6005845E+000
2.725261961616468E+004	-1.4574276E-003	2.6007183E+000
2.726761961598307E+004	-1.4732780E-003	2.6006420E+000
2.728261961580146E+004	-1.4648117E-003	2.6006992E+000
2.729761961561986E+004	-1.4473700E-003	2.6006992E+000
2.731261961543825E+004	-1.4717502E-003	2.6006229E+000
2.732761961525664E+004	-1.4472427E-003	2.6006610E+000
2.734261961507503E+004	-1.4758240E-003	2.6007183E+000
2.735761961489343E+004	-1.4825079E-003	2.6006992E+000
2.737261961471182E+004	-1.4650027E-003	2.6006420E+000
2.738761961453021E+004	-1.4537993E-003	2.6006420E+000
2.740261961434860E+004	-1.4713046E-003	2.6005845E+000
2.741761961416699E+004	-1.4891918E-003	2.6006420E+000
2.743261961398539E+004	-1.4694586E-003	2.6005845E+000
2.744761961380378E+004	-1.4569821E-003	2.6006992E+000
2.746261961362217E+004	-1.4876641E-003	2.6006038E+000
2.747761961344056E+004	-1.4434234E-003	2.6006229E+000
2.749261961325895E+004	-1.4744872E-003	2.6007946E+000
2.750761961307735E+004	-1.4688220E-003	2.6007373E+000
2.752261961289574E+004	-1.4904650E-003	2.6007564E+000
2.753761961271413E+004	-1.4721958E-003	2.6006229E+000
2.755261961253252E+004	-1.4800892E-003	2.6005654E+000
2.756761961235091E+004	-1.4646207E-003	2.6007564E+000
2.758261961216931E+004	-1.4769064E-003	2.6006038E+000
2.759761961198770E+004	-1.4800892E-003	2.6008520E+000
2.761261961180609E+004	-1.4760151E-003	2.6006992E+000
2.762761961162448E+004	-1.4616925E-003	2.6006801E+000
2.764261961144287E+004	-1.4444420E-003	2.6005654E+000
2.765761961126127E+004	-1.4617563E-003	2.6006038E+000
2.767261961107966E+004	-1.4592737E-003	2.6005464E+000
2.768761961089805E+004	-1.4548177E-003	2.6006420E+000
2.770261961071644E+004	-1.4753785E-003	2.6005845E+000
2.771761961053484E+004	-1.4723231E-003	2.6007373E+000
2.773261961035323E+004	-1.4580006E-003	2.6007373E+000
2.774761961017162E+004	-1.4710500E-003	2.6006801E+000
2.776261960999001E+004	-1.4545631E-003	2.6006801E+000
2.777761960980840E+004	-1.4628383E-003	2.6006801E+000
2.779261960962680E+004	-1.4637932E-003	2.6006801E+000
2.780761960944519E+004	-1.4399859E-003	2.6008711E+000
2.782261960926358E+004	-1.4458423E-003	2.6006420E+000
2.783761960908197E+004	-1.4693949E-003	2.6006229E+000
2.785261960890036E+004	-1.4737871E-003	2.6006801E+000
2.786761960871876E+004	-1.4566000E-003	2.6006992E+000
2.788261960853715E+004	-1.4743600E-003	2.6006038E+000
2.789761960835554E+004	-1.4529080E-003	2.6007564E+000
2.791261960817393E+004	-1.4730869E-003	2.6005845E+000
2.792761960799232E+004	-1.4739782E-003	2.6006420E+000
2.794261960781072E+004	-1.4566000E-003	2.6007183E+000
2.795761960762911E+004	-1.4476246E-003	2.6007564E+000
2.797261960744750E+004	-1.4583825E-003	2.6006992E+000
2.798761960726589E+004	-1.4486433E-003	2.6007373E+000
2.800261960708429E+004	-1.4387765E-003	2.6006420E+000
2.801761960690268E+004	-1.4536084E-003	2.6005845E+000
2.803261960672107E+004	-1.4756331E-003	2.6006992E+000
2.804761960653946E+004	-1.4536718E-003	2.6007946E+000
2.806261960635785E+004	-1.4457786E-003	2.6006801E+000
2.807761960617625E+004	-1.4575550E-003	2.6007755E+000
2.809261960599464E+004	-1.4660212E-003	2.6007946E+000
2.810761960581303E+004	-1.4630294E-003	2.6008136E+000
2.812261960563142E+004	-1.4517622E-003	2.6004891E+000
2.813761960544981E+004	-1.4364213E-003	2.6006038E+000
2.815261960526821E+004	-1.4539266E-003	2.6005273E+000
2.816761960508660E+004	-1.4371215E-003	2.6006992E+000
2.818261960490499E+004	-1.4389039E-003	2.6006420E+000
2.819761960472338E+004	-1.4507439E-003	2.6006992E+000
2.821261960454177E+004	-1.4619472E-003	2.6004891E+000
2.822761960436017E+004	-1.4531628E-003	2.6006801E+000
2.824261960417856E+004	-1.4603557E-003	2.6006610E+000
2.825761960399695E+004	-1.4548815E-003	2.6006229E+000
2.827261960381534E+004	-1.4499162E-003	2.6005654E+000
2.828761960363374E+004	-1.4676126E-003	2.6006610E+000
2.830261960345213E+004	-1.4413864E-003	2.6005464E+000
2.831761960327052E+004	-1.4429778E-003	2.6006610E+000
2.833261960308891E+004	-1.4576185E-003	2.6007373E+000
2.834761960290730E+004	-1.4483886E-003	2.6006038E+000
2.836261960272570E+004	-1.4527808E-003	2.6006229E+000
2.837761960254409E+004	-1.4444420E-003	2.6005845E+000
2.839261960236248E+004	-1.4193616E-003	2.6006420E+000
2.840761960218087E+004	-1.4405588E-003	2.6006992E+000
2.842261960199926E+004	-1.4580006E-003	2.6006420E+000
2.843761960181766E+004	-1.4313924E-003	2.6007183E+000
2.845261960163605E+004	-1.4251542E-003	2.6006420E+000
2.846761960145444E+004	-1.4275732E-003	2.6007755E+000
2.848261960127283E+004	-1.4487705E-003	2.6007373E+000
2.849761960109122E+004	-1.4668487E-003	2.6008136E+000
2.851261960090962E+004	-1.4378853E-003	2.6006610E+000
2.852761960072801E+004	-1.4655120E-003	2.6006992E+000
2.854261960054640E+004	-1.4404316E-003	2.6007755E+000
2.855761960036479E+004	-1.4320926E-003	2.6006610E+000
2.857261960018319E+004	-1.4374397E-003	2.6007373E+000
2.858761960000158E+004	-1.4524625E-003	2.6005654E+000
2.860261959981997E+004	-1.4527808E-003	2.6007946E+000
2.861761959963836E+004	-1.4469880E-003	2.6006229E+000
2.863261959945675E+004	-1.4423413E-003	2.6006610E+000
2.864761959927515E+004	-1.4257907E-003	2.6008136E+000
2.866261959909354E+004	-1.4468607E-003	2.6005845E+000
2.867761959891193E+004	-1.4570457E-003	2.6007183E+000
2.869261959873032E+004	-1.4499800E-003	2.6005273E+000
2.870761959854871E+004	-1.4392857E-003	2.6006992E+000
2.872261959836711E+004	-1.4238175E-003	2.6006229E+000
2.873761959818550E+004	-1.4399223E-003	2.6006420E+000
2.875261959800389E+004	-1.4363575E-003	2.6006420E+000
2.876761959782228E+004	-1.4457151E-003	2.6006420E+000
2.878261959764067E+004	-1.4308833E-003	2.6007564E+000
2.879761959745907E+004	-1.4181521E-003	2.6006420E+000
2.881261959727746E+004	-1.4154784E-003	2.6006801E+000
2.882761959709585E+004	-1.4374397E-003	2.6007946E+000
2.884261959691424E+004	-1.4423413E-003	2.6006610E+000
2.885761959673263E+004	-1.4531628E-003	2.6005845E+000
2.887261959655103E+004	-1.4515077E-003	2.6006801E+000
2.888761959636942E+004	-1.4189796E-003	2.6005654E+000
2.890261959618781E+004	-1.4319653E-003	2.6007755E+000
2.891761959600620E+004	-1.4358484E-003	2.6005464E+000
2.893261959582460E+004	-1.4345752E-003	2.6007564E+000
2.894761959564299E+004	-1.4299920E-003	2.6005273E+000
2.896261959546138E+004	-1.4124230E-003	2.6005845E+000
2.897761959527977E+004	-1.4303739E-003	2.6007183E+000
2.899261959509816E+004	-1.4241358E-003	2.6006801E+000
2.900761959491656E+004	-1.4300557E-003	2.6007373E+000
2.902261959473495E+004	-1.4301830E-003	2.6007755E+000
2.903761959455334E+004	-1.4557726E-003	2.6007564E+000
2.905261959437173E+004	-1.4417683E-003	2.6006801E+000
2.906761959419012E+004	-1.4312651E-003	2.6007946E+000
2.908261959400852E+004	-1.4322200E-003	2.6006992E+000
2.909761959382691E+004	-1.4238810E-003	2.6006038E+000
2.911261959364530E+004	-1.4282733E-003	2.6006801E+000
2.912761959346369E+004	-1.4362939E-003	2.6006229E+000
2.914261959328208E+004	-1.4229262E-003	2.6007373E+000
2.915761959310048E+004	-1.4189796E-003	2.6005654E+000
2.917261959291887E+004	-1.4328564E-003	2.6006229E+000
2.918761959273726E+004	-1.4337477E-003	2.6006610E+000
